0.06,1682424421.1370997
1.0,1682424421.1501176
0.05,1682424421.1571085
0.99,1682424421.1642914
0.05,1682424421.170311
0.99,1682424421.1762974
0.03,1682424421.1820934
0.99,1682424421.188117
0.01,1682424421.1950965
1.0,1682424421.2042649
-0.02,1682424421.2111075
1.0,1682424421.2172115
-0.07,1682424421.2240975
1.0,1682424421.2301466
-0.12,1682424421.236112
0.99,1682424421.2421122
-0.18,1682424421.2483528
0.99,1682424421.2561176
-0.23,1682424421.2642987
0.99,1682424421.2711608
-0.37,1682424421.2775488
0.97,1682424421.283232
-0.41,1682424421.2900941
0.97,1682424421.296434
-0.46,1682424421.3041022
0.97,1682424421.310094
-0.35,1682424421.3171
0.98,1682424421.3261156
-0.12,1682424421.3311095
0.99,1682424421.3370926
-0.03,1682424421.3461108
0.99,1682424421.3510983
-0.03,1682424421.358144
0.99,1682424421.3641057
-0.03,1682424421.370227
0.99,1682424421.3771164
-0.03,1682424421.3840966
0.99,1682424421.391298
-0.03,1682424421.3968174
0.99,1682424421.401118
-0.03,1682424421.4081511
0.99,1682424421.4144382
-0.03,1682424421.4211001
0.99,1682424421.426112
-0.03,1682424421.43209
0.99,1682424421.4390967
-0.03,1682424421.445212
0.99,1682424421.4505565
-0.03,1682424421.4571085
0.99,1682424421.463111
-0.03,1682424421.468411
0.99,1682424421.4751065
-0.03,1682424421.4811115
0.99,1682424421.4957533
-0.03,1682424421.503116
0.99,1682424421.5101488
-0.03,1682424421.51512
0.99,1682424421.5221086
-0.03,1682424421.5281131
0.99,1682424421.5331125
-0.03,1682424421.540259
0.99,1682424421.5455267
-0.03,1682424421.551099
0.99,1682424421.615305
-0.03,1682424421.623315
0.99,1682424421.6295621
-0.03,1682424421.6354175
0.99,1682424421.6423364
-0.03,1682424421.6482937
0.99,1682424421.6562939
-0.03,1682424421.6643062
0.99,1682424421.6723032
-0.03,1682424421.6823115
0.99,1682424421.6913009
-0.03,1682424421.6973736
0.99,1682424421.7052927
-0.03,1682424421.7125664
0.99,1682424421.7192945
-0.03,1682424421.728007
0.99,1682424421.7343748
-0.03,1682424421.7453024
0.99,1682424421.75251
-0.03,1682424421.7593718
0.99,1682424421.7654061
-0.03,1682424421.7722898
0.99,1682424421.7775402
-0.03,1682424421.7832885
0.99,1682424421.7885437
-0.03,1682424421.7952921
0.99,1682424421.8032916
-0.03,1682424421.8082914
0.99,1682424421.814438
-0.03,1682424421.8198047
0.99,1682424421.8249655
-0.03,1682424421.830292
1.0,1682424421.8366756
-0.03,1682424421.842291
1.0,1682424421.8474462
-0.03,1682424421.8523004
0.99,1682424421.85931
-0.03,1682424421.867297
0.99,1682424421.8746798
-0.03,1682424421.881779
0.99,1682424421.8873067
-0.03,1682424421.8933005
0.99,1682424421.9002957
-0.03,1682424421.9083018
0.99,1682424421.9175234
-0.03,1682424421.9263139
0.99,1682424421.9332917
-0.03,1682424421.9400206
0.99,1682424421.9463036
-0.03,1682424421.9543073
0.99,1682424421.9592988
-0.03,1682424421.966162
0.99,1682424421.971967
-0.03,1682424421.979295
0.99,1682424421.9859219
-0.03,1682424421.992903
0.99,1682424421.998591
-0.03,1682424422.004529
0.99,1682424422.0097468
-0.03,1682424422.0158124
0.99,1682424422.021614
-0.03,1682424422.0285594
0.99,1682424422.0955877
-0.03,1682424422.1032958
0.99,1682424422.109313
-0.03,1682424422.115297
0.99,1682424422.1226058
-0.03,1682424422.1286728
0.99,1682424422.1343043
-0.03,1682424422.1412933
0.99,1682424422.1472974
-0.03,1682424422.1532962
0.99,1682424422.1602926
-0.03,1682424422.1673899
1.0,1682424422.1743076
-0.03,1682424422.2155514
1.0,1682424422.2233107
-0.03,1682424422.2306526
0.99,1682424422.237513
-0.03,1682424422.2446043
1.0,1682424422.2512932
-0.03,1682424422.2593138
1.0,1682424422.2662954
-0.03,1682424422.2735052
1.0,1682424422.2806706
-0.03,1682424422.2882977
1.04,1682424422.296513
-0.01,1682424422.304412
0.99,1682424422.3117676
0.12,1682424422.318312
1.06,1682424422.3266568
0.23,1682424422.332447
1.02,1682424422.341618
0.27,1682424422.3487585
0.92,1682424422.3553002
0.4,1682424422.3615005
1.0,1682424422.367298
0.46,1682424422.3745034
1.04,1682424422.3793054
0.46,1682424422.3862965
0.95,1682424422.3925154
0.47,1682424422.3993025
0.98,1682424422.4084816
0.52,1682424422.413298
1.05,1682424422.4213161
0.56,1682424422.4284058
0.95,1682424422.434293
0.59,1682424422.4403956
1.02,1682424422.4462929
0.61,1682424422.4512975
1.03,1682424422.459476
0.59,1682424422.4655018
1.0,1682424422.4762976
0.56,1682424422.4822924
1.0,1682424422.4883113
0.41,1682424422.4983058
0.98,1682424422.5042994
0.41,1682424422.5114026
0.98,1682424422.5172927
0.41,1682424422.526407
0.98,1682424422.5321271
0.42,1682424422.538293
1.08,1682424422.544523
0.42,1682424422.549574
1.16,1682424422.557539
0.15,1682424422.5636306
0.95,1682424422.5712955
0.13,1682424422.5792983
1.01,1682424422.588295
0.1,1682424422.5952976
1.05,1682424422.6022983
0.02,1682424422.6092951
1.02,1682424422.6172967
-0.04,1682424422.6252975
0.99,1682424422.632298
0.0,1682424422.6444933
1.02,1682424422.6532986
0.03,1682424422.6592975
1.02,1682424422.6653697
0.05,1682424422.672295
1.01,1682424422.6792936
0.08,1682424422.6853683
1.0,1682424422.6922948
0.11,1682424422.7015347
0.99,1682424422.7092965
0.13,1682424422.7161033
0.98,1682424422.7226124
0.1,1682424422.7292945
0.99,1682424422.7352996
0.07,1682424422.7443123
0.98,1682424422.75146
0.05,1682424422.7622993
0.96,1682424422.7692978
0.03,1682424422.7774472
0.98,1682424422.7842977
0.0,1682424422.7912989
1.0,1682424422.7983046
0.0,1682424422.8063762
1.06,1682424422.8122957
-0.06,1682424422.820294
0.96,1682424422.8275645
-0.07,1682424422.8325996
1.01,1682424422.8393624
-0.02,1682424422.8452935
0.91,1682424422.8507602
0.2,1682424422.8573127
0.98,1682424422.8633912
0.23,1682424422.8694057
1.01,1682424422.8763049
0.2,1682424422.883295
1.01,1682424422.8902988
0.18,1682424422.8954108
1.02,1682424422.9007745
0.16,1682424422.9077644
1.01,1682424422.9132938
0.1,1682424422.9184499
1.01,1682424422.925302
0.09,1682424422.930389
1.01,1682424422.937597
0.06,1682424422.945305
0.99,1682424422.9504116
0.05,1682424422.9572937
1.0,1682424422.9625978
0.01,1682424422.9682963
1.0,1682424422.9742997
-0.07,1682424422.9798744
1.0,1682424422.9853084
-0.11,1682424422.9913073
0.99,1682424422.9972937
-0.14,1682424423.0052977
1.0,1682424423.0112965
-0.16,1682424423.0163786
1.01,1682424423.0233018
-0.16,1682424423.0286624
1.01,1682424423.0333078
-0.17,1682424423.0422935
1.0,1682424423.0473511
-0.17,1682424423.053409
1.03,1682424423.0613337
-0.15,1682424423.0674384
1.02,1682424423.0743053
-0.15,1682424423.0795815
1.01,1682424423.085305
-0.19,1682424423.091294
0.97,1682424423.0972939
-0.42,1682424423.1033003
0.99,1682424423.109385
-0.52,1682424423.1152945
0.97,1682424423.1212971
-0.62,1682424423.1274445
0.93,1682424423.1325276
-0.77,1682424423.1403084
0.91,1682424423.1452944
-0.83,1682424423.1502929
0.91,1682424423.1563025
-1.08,1682424423.1622944
0.98,1682424423.1682985
-1.16,1682424423.1743107
0.97,1682424423.1802945
-1.29,1682424423.2072957
0.93,1682424423.2602935
-1.45,1682424423.293299
0.94,1682424423.302296
-1.63,1682424423.313287
0.94,1682424423.3162856
-0.05,1682424423.3203595
1.01,1682424423.323286
-0.02,1682424423.325633
0.99,1682424423.3292875
-0.02,1682424423.3329074
0.99,1682424423.3373144
-0.02,1682424423.3398664
0.99,1682424423.3427641
-0.03,1682424423.3452873
0.99,1682424423.3472877
-0.02,1682424423.3492866
1.0,1682424423.3516345
-0.04,1682424423.3553264
0.99,1682424423.357287
-0.26,1682424423.3593495
0.87,1682424423.415349
-0.01,1682424423.4233224
1.0,1682424423.428432
0.21,1682424423.4343877
1.11,1682424423.4422977
-0.02,1682424423.4484172
0.99,1682424423.4532957
-0.02,1682424423.4592943
0.99,1682424423.4646814
-0.02,1682424423.470454
1.0,1682424423.477292
-0.03,1682424423.4832923
1.11,1682424423.5364614
-0.03,1682424423.5425088
1.02,1682424423.5479348
-0.01,1682424423.5534678
0.91,1682424423.5605366
0.05,1682424423.5657122
0.97,1682424423.5726416
0.36,1682424423.5786757
1.12,1682424423.5954628
1.34,1682424423.6039584
1.31,1682424423.6099427
2.75,1682424423.615333
1.06,1682424423.6222503
2.63,1682424423.629745
0.85,1682424423.6358852
2.44,1682424423.6433516
0.64,1682424423.649743
2.17,1682424423.6587367
0.59,1682424423.6697369
1.67,1682424423.6758082
0.86,1682424423.6819882
1.46,1682424423.688845
1.1,1682424423.6968336
1.28,1682424423.7028036
1.18,1682424423.7097404
1.16,1682424423.7157364
1.05,1682424423.7247486
1.0,1682424423.7308075
1.09,1682424423.7377553
0.7,1682424423.7447479
0.98,1682424423.7507954
0.7,1682424423.758741
1.07,1682424423.7650108
0.74,1682424423.7717366
1.22,1682424423.7793908
0.76,1682424423.786349
1.31,1682424423.7953677
0.68,1682424423.8026123
1.27,1682424423.8117933
0.38,1682424423.8237853
0.89,1682424423.8297782
0.31,1682424423.8411503
0.84,1682424423.851154
0.33,1682424423.85915
0.95,1682424423.8648853
0.36,1682424423.8715708
1.1,1682424423.877269
0.34,1682424423.883238
1.17,1682424423.8901525
0.27,1682424423.8971548
1.31,1682424423.9062934
0.12,1682424423.912152
1.1,1682424423.9173112
-0.15,1682424423.92616
0.68,1682424423.9321594
-0.46,1682424423.9401557
2.13,1682424423.947164
-0.76,1682424423.9552064
1.28,1682424423.964157
-1.33,1682424423.9721532
0.81,1682424423.9793565
-1.6,1682424423.985158
1.01,1682424423.9921553
-1.61,1682424423.9981537
1.06,1682424424.0081527
-1.67,1682424424.015385
0.9,1682424424.0226674
-1.55,1682424424.0296545
0.93,1682424424.0396538
-1.32,1682424424.0456562
0.95,1682424424.0558949
-1.08,1682424424.0637999
1.05,1682424424.0729039
-0.92,1682424424.0816586
1.01,1682424424.0908096
-0.81,1682424424.0966575
0.93,1682424424.1036513
-0.71,1682424424.1116524
0.93,1682424424.120653
-0.57,1682424424.1276567
0.95,1682424424.1346538
-0.54,1682424424.1446528
0.98,1682424424.150657
-0.8,1682424424.1586516
1.03,1682424424.165664
-1.02,1682424424.1727295
0.98,1682424424.1796558
-1.03,1682424424.1868606
0.97,1682424424.1968822
-1.07,1682424424.2077096
0.95,1682424424.211604
-1.12,1682424424.2157118
0.94,1682424424.221518
-1.2,1682424424.2247097
0.94,1682424424.2277086
-1.26,1682424424.2309628
0.94,1682424424.2338817
-1.33,1682424424.237651
0.91,1682424424.24088
-1.39,1682424424.2430582
0.91,1682424424.2458801
-1.42,1682424424.2489092
0.93,1682424424.251883
-1.44,1682424424.2558806
0.92,1682424424.259882
-1.54,1682424424.261881
0.89,1682424424.264879
-0.4,1682424424.268882
1.01,1682424424.2728815
-0.01,1682424424.2769248
0.99,1682424424.2798815
-0.01,1682424424.2829463
0.99,1682424424.2859025
-0.01,1682424424.290886
0.98,1682424424.2928908
-0.01,1682424424.2959964
0.99,1682424424.3145132
-0.01,1682424424.3191855
0.99,1682424424.3225203
0.09,1682424424.326516
1.16,1682424424.3286123
-0.01,1682424424.330891
1.0,1682424424.3336189
-0.01,1682424424.3365178
0.99,1682424424.3400342
-0.01,1682424424.3425171
0.99,1682424424.3755453
-0.01,1682424424.3805249
0.99,1682424424.3875258
-0.01,1682424424.393867
0.99,1682424424.3995373
-0.01,1682424424.4055452
0.99,1682424424.4115407
-0.01,1682424424.4169307
1.0,1682424424.4238029
-0.02,1682424424.4288104
1.0,1682424424.4355412
-0.16,1682424424.4948726
0.97,1682424424.501539
-0.51,1682424424.506562
0.92,1682424424.512828
-1.03,1682424424.5175216
0.91,1682424424.5235357
-1.27,1682424424.529521
0.98,1682424424.5355387
-0.61,1682424424.541708
1.12,1682424424.5475338
0.96,1682424424.5535212
1.26,1682424424.5625458
3.71,1682424424.5686805
1.79,1682424424.5757077
3.97,1682424424.581539
1.32,1682424424.586619
3.99,1682424424.593518
0.78,1682424424.5987315
3.91,1682424424.6045299
0.59,1682424424.610522
3.45,1682424424.6175382
0.68,1682424424.6255205
1.92,1682424424.6315255
0.89,1682424424.6365254
1.47,1682424424.6435285
0.7,1682424424.648724
1.14,1682424424.6546352
0.33,1682424424.6607733
0.92,1682424424.6665394
-0.01,1682424424.67352
0.87,1682424424.680614
-0.03,1682424424.6885226
0.99,1682424424.6944225
0.3,1682424424.6995428
1.1,1682424424.705522
0.85,1682424424.7115328
1.36,1682424424.7166855
1.07,1682424424.722546
1.61,1682424424.7290742
2.04,1682424424.7355275
1.52,1682424424.743537
2.47,1682424424.7496626
0.66,1682424424.7557023
1.35,1682424424.762542
0.34,1682424424.7675276
1.6,1682424424.773798
0.36,1682424424.7795208
1.07,1682424424.7865188
0.35,1682424424.7928555
0.84,1682424424.8007479
0.41,1682424424.80652
1.0,1682424424.8125284
0.62,1682424424.8185368
1.36,1682424424.8245294
0.61,1682424424.8305235
1.33,1682424424.8366091
0.5,1682424424.8560395
0.85,1682424424.8635361
0.31,1682424424.868739
0.68,1682424424.8758101
0.27,1682424424.8841147
0.76,1682424424.89163
0.27,1682424424.8976777
1.21,1682424424.9028277
0.14,1682424424.9091268
1.31,1682424424.914662
-0.86,1682424424.923077
0.68,1682424424.928959
-1.03,1682424424.9346814
0.73,1682424424.9406803
-1.11,1682424424.945964
0.81,1682424424.9507012
-1.07,1682424424.95768
0.91,1682424424.9626734
-1.04,1682424424.968672
1.09,1682424424.9747653
-1.14,1682424424.9817138
1.18,1682424424.988662
-1.28,1682424424.9941707
1.2,1682424424.9986668
-1.5,1682424425.0061033
0.84,1682424425.0117383
-1.67,1682424425.0166728
0.8,1682424425.021676
-1.79,1682424425.0279427
0.96,1682424425.034683
-1.67,1682424425.0436742
0.85,1682424425.0496612
-1.49,1682424425.0561416
0.9,1682424425.0619876
-1.37,1682424425.0671866
0.89,1682424425.073163
-1.25,1682424425.0787528
0.92,1682424425.085232
-1.09,1682424425.0910578
0.93,1682424425.0976596
-0.68,1682424425.1046805
0.95,1682424425.1111994
-0.62,1682424425.1166563
0.99,1682424425.1228914
-0.58,1682424425.127676
0.99,1682424425.1338122
-0.56,1682424425.139666
0.98,1682424425.1446786
-0.55,1682424425.1506624
0.97,1682424425.1586616
-0.48,1682424425.164667
0.98,1682424425.171673
-0.34,1682424425.1779325
0.96,1682424425.182731
-0.22,1682424425.187784
0.94,1682424425.1939154
-0.07,1682424425.1986806
0.99,1682424425.2046747
0.04,1682424425.210679
1.01,1682424425.2156808
0.06,1682424425.223662
0.98,1682424425.2307763
-0.03,1682424425.2358212
0.98,1682424425.2416725
-0.15,1682424425.2470205
0.97,1682424425.2521465
-0.3,1682424425.2586613
0.76,1682424425.2637913
-0.45,1682424425.2689104
0.86,1682424425.2746701
-1.17,1682424425.2807474
0.99,1682424425.2876828
-1.36,1682424425.2936735
0.93,1682424425.3367746
-1.48,1682424425.346925
0.88,1682424425.3546195
-1.51,1682424425.3616197
0.9,1682424425.3676214
-1.51,1682424425.3759484
0.95,1682424425.3816216
-1.57,1682424425.3886185
0.92,1682424425.397622
-1.57,1682424425.4056716
0.89,1682424425.41263
-1.02,1682424425.4191146
0.92,1682424425.426625
-1.37,1682424425.4326212
1.05,1682424425.4416337
-1.01,1682424425.4476185
1.03,1682424425.454622
-0.27,1682424425.4637592
0.93,1682424425.4719415
-0.04,1682424425.4786172
0.99,1682424425.4852157
-0.04,1682424425.4932163
0.99,1682424425.5007126
-0.04,1682424425.5078409
1.02,1682424425.5149784
-0.05,1682424425.5285165
0.99,1682424425.5376444
-0.04,1682424425.54456
0.99,1682424425.552555
-0.04,1682424425.5595653
1.0,1682424425.5646963
-0.03,1682424425.5725636
0.99,1682424425.579561
-0.04,1682424425.5845563
0.99,1682424425.5895584
-0.04,1682424425.5925546
0.99,1682424425.595552
-0.04,1682424425.5985932
0.99,1682424425.602627
-0.05,1682424425.6065528
0.99,1682424425.6097605
-1.25,1682424425.6125515
0.78,1682424425.6155508
-1.6,1682424425.6205502
0.96,1682424425.6235518
-1.49,1682424425.6266348
1.07,1682424425.6345522
-0.01,1682424425.639548
1.28,1682424425.6436076
0.36,1682424425.646548
1.72,1682424425.6495497
1.62,1682424425.6543903
2.5,1682424425.6577225
3.05,1682424425.661407
2.87,1682424425.66441
3.86,1682424425.6684072
2.96,1682424425.6944566
3.99,1682424425.7024136
1.25,1682424425.7084556
3.53,1682424425.7134268
0.53,1682424425.7184274
2.47,1682424425.7254145
0.28,1682424425.7306793
1.79,1682424425.736414
0.13,1682424425.742424
1.37,1682424425.746614
0.21,1682424425.7557464
0.83,1682424425.7624743
0.04,1682424425.7674127
0.64,1682424425.7746177
0.17,1682424425.7799711
0.73,1682424425.7864115
-0.3,1682424425.8144772
0.7,1682424425.8224285
-0.36,1682424425.8277328
0.92,1682424425.8329897
-0.1,1682424425.8395724
1.36,1682424425.8754792
0.77,1682424425.8824143
1.54,1682424425.8884137
0.94,1682424425.8944213
1.55,1682424425.899529
0.74,1682424425.9055364
1.42,1682424425.911413
1.03,1682424425.9164822
1.99,1682424425.9229004
2.53,1682424425.928514
2.61,1682424425.9334111
3.22,1682424425.943483
0.59,1682424425.949429
1.32,1682424425.9564142
0.86,1682424425.9619923
1.3,1682424425.9914148
1.0,1682424426.0095613
0.88,1682424426.017411
0.76,1682424426.0578165
0.94,1682424426.066414
-0.04,1682424426.075418
0.7,1682424426.0834146
-0.79,1682424426.0935185
1.26,1682424426.101422
-0.89,1682424426.1064115
1.1,1682424426.111407
-1.27,1682424426.1154082
0.78,1682424426.1194077
-1.57,1682424426.1224053
0.99,1682424426.12543
-1.36,1682424426.1284504
1.24,1682424426.1315575
0.03,1682424426.1344051
0.89,1682424426.138517
-0.16,1682424426.1414082
0.85,1682424426.1434073
-0.59,1682424426.1455557
1.0,1682424426.1477714
-0.96,1682424426.149406
1.1,1682424426.152412
-1.08,1682424426.1555567
1.07,1682424426.1576033
-1.29,1682424426.1595757
0.96,1682424426.1614063
-1.45,1682424426.1635194
0.94,1682424426.1654994
-1.8,1682424426.1674106
0.71,1682424426.1706314
-2.05,1682424426.1727777
0.79,1682424426.1744094
-1.98,1682424426.1774054
0.92,1682424426.18041
-1.9,1682424426.1824105
0.98,1682424426.184484
-1.62,1682424426.1874113
1.06,1682424426.1895902
-1.41,1682424426.191414
1.02,1682424426.193666
-1.2,1682424426.1956043
1.0,1682424426.1974072
-1.01,1682424426.199645
1.03,1682424426.2354133
-0.8,1682424426.2434323
0.96,1682424426.250506
-0.68,1682424426.257414
0.89,1682424426.2632396
-0.49,1682424426.2688565
0.9,1682424426.2768292
-0.33,1682424426.2829854
1.01,1682424426.2894125
-0.29,1682424426.2974346
